Record-ID,Transcript_CTD,Transcript_PFT,Transcript_SFT
Process-rec-017,"Children going and getting cookie jars, although the stool is slanted. It looks like they're going to fall. Mother looks distressed considering she's left the tap on and it's overflowing while she's washing up. It seemed to be in a kitchen with cups and plates. That's like the window is open, into the garden and those kitchen cabinets. ","Oh, plum, pepper, plant, food, potato, line. ","cat, dog, giraffe, elephant, cow, sheep, goat, pig, monkey, guinea pig, hamster, rabbit, Chinchilla, rhinoceros, olabar. Don't pee. "
Process-rec-124,"Well, I guess the lady at the house is often another world of thinking about other things. Her sink is overflowing whilst she's absolutely drying her plate and her children are standing on a very tall stool which is unsafe and is about to fall over as they are currently raiding the cookie jar. What an earth is a cookie. It's a biscuit jar. It's very American this system. Outside it looks like a nice day. She's got curtains in a kitchen, which is unusual these days. And I don't know what's happened to the overflow from the sink, because I would have thought it ought to have operated before the sink overflowed on the floor. There's not very much in no bills and rubbish on the work surface, like there is at our house. Other than that, that's about it, I think. She could do with video wake up call that mother she's not playing attention issue. ","pipes, paper, paper, particle, piano, poison, pseudonym, pencil, poker, pleasant Many plays poplar, poplar, poplar, people, pointer, pint, dental, proper, pineapple, pearl, pearl, ","a camel, a giraffe, a hippopotamus, a hyena, a jackal, a bear, a lion, a tiger, a jaguar, a dog, a cat, a fish. He's a fish and animal, yes it is. All the birds of the air, the various types. Monkeys, primates, The lemurs, what are the wallabins, kangaroos? We've got antelopes, deer, cows, horses, sheep, pigs, geese, hens. "
Process-rec-071,"So there is a scene in a kitchen. There are three people, a mother, and what likes two children, where one of them is on top of a stool trying to get cookies out of a cookie jar, whilst the mother is at the scene doing dishes, drying up a plate, but the sink's overflowing. There's a garden outside with a pathway, some grass. It's like another house and a tree in the distance. At the window, there are curtains Um, either side of it and the window is openly into the outside. Uh, also looks like the little boy that's getting the cookies out of the jar is almost falling off the chair and the little girl next to him is laughing at his hijinks. ","Thunder, pineapple, purple, plates, penguin, porcupine, paper, popcorn, pear, there, there. Oh wow, my mouth's gone blank. pine cone. Wow, I am terrible remembering things sometimes. What I keep thinking of things, wait. Po. Pa pao. ","cat, guinea pig, hamster, rabbit, goldfish, giraffe, elephant, rhinoceros, capybara, porky pine, Otter, sea otter, sea lion, dolphin, shark whale, squirrel, chipmunk, parrot, parakeet, pigeon, cute, swan, goose duck, a tiger, a lion, a leopard, a panda, a gecko, a lizard, a snake, "
Process-rec-057,"often the girl laughing perhaps, mother, looks like samples as well. Her hair is short, probably there is a sun and daughter. There is no colouring on the picture at all. The dish in her hand is a plate. ","Penguin, parrot, people, person, porter, port, panda, palace, part, poor, ping, ping, ping, past, pat, pig, preoccupy, parade. ","chicken, horse, cow, dog, penguin, whale, shark, turbot, lion, tiger, elephant, monkey, macaque, giraffe, zebra, rat, rabbit, bear, polar bear, brown bear, tortoise, turtle, sea lion, sea urchin, lion, tiger, cheetah, porcupine, "
Process-rec-007,"washing dishes and drying them. The sink is overflowing beside it. There's more plates and caps ready to go into wash. Her children, I assume the rich children, are behind her. And what they're doing is raising the cookie jar by climbing up on top of the stool. The girl is helping her brother by taking the cookies from him while he's tipped him back on the stool and it looks as if he's about to fall The lazy was doing the drying up actually has her feet in the water and it's getting wet not only because the sink is overflowing, but also because it's now running across the floor. The cookie jar has its lid off, but it looks a bit so full that the lid couldn't even fit on. Outside the window, which is curtains, which are held back by some kind of rope, there's a garden where you have some kind of dress or, and the window itself is open. You can't see a great detail in the garden, though it looks like there are maybe grass and trees out there. Maybe I'm in playing that. The rest of the kitchen looks like a traditional image or cartoon of a kitchen. ","Place, plant, plantage in it, person, people, poor clinical pistols, power, p. ","goat, cat, horse, elephant, giraffe, alligator, donkey, goat, dog, Alsacea, I guess, as a type of dog. What else do we have in the animal kingdom? Birds, we have crocodiles. Good question. What other animals have I got in my Mind, mentioned elephants already rhinoceros, hippopotamus, lions, tigers, panthers, zebras, genus, kangaroos, wallabies, whoop, and running up to animals that I'm particularly aware of, I'm afraid. "
Process-rec-141,"Mum's washing up. What is the flooding all over this thing? She's got a plate in her hand and tea towel she's trying to putts. Kids are messing about taking something out of jar out of the cupboard, the boys falling off of the stool. Girls reaching up for something. The cupboard doors are open and you can see outside the window. That's far, that's far, that's far, that's far. ","petrol, paint, pans, pots, pencil, pen, people, places, pedestrian, policemen, pinch, pepper, pot, post, post, postman, pickle, pint, preacher, pot, pause, please, pace, pink, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, ","Dogcat mouse giraffe elephant pig tiger, horse, duck, chicken, snake, giraffe, lion, gorilla, rabbit, guinea pig, squirrel, parrot, pigeon, zebra, koala, crocodile, lemum, badger, fox, canary, frog, spider, mongoose, chinchula, rat, I know. "
Process-rec-077,"Trying to get cookies out of it, cookie jar, giving it to a sister, mom's washing dishes, and the sink's overflowing onto the floor. It's about it. ","Pizza, pumpkin, pear, peaches, pineapple, pine tree, pine cones. Tom, poor, pulse, people, places, party, punish. ","Cat, dog, lion, giraffe, alligator, snake, frog, hippopotamus, gorilla, birds, squirrel, rabbit, deer, Buffalo, Antelope, zebra, mouse, raccoon, sit. "
Process-rec-115,"The child's fallen off a stool. There's some water leaking out of the sink, flowing out of the sink. ","possible for I'm it's a probable post. Please, pleasing pleasure. poll, poll, possible, paste, pasty, ","Fox, wine, giraffe, rhino, elephant, dog, cat, tortoise, um, Elmerdale, well, um, Okape, Tamil, Giraf, Lion Tiger, Monkey, Gorilla, "
Process-rec-042,seen as in the kitchen there is a woman who is drying the dishes and is probably not concentrating on her job because the sink is overflowing and the water is falling on the floor she dries the plate she's looking outside the window seems to be open and you can see the garden meanwhile the children behind her back going for the cookies and the cookies are on the top shelf in the cupboard and the boy seems to be a boy has stood on the stool and as he's handing down the cookie to the girl who's putting her finger to the lips and telling him to be quiet it looks so the stool is going to topple over and he will crush to the ground ,"Pasta, porcupine, pillar, post, perennial, participate, participation, perfect, perfume, peripheral, periphery, portly, port, promise, premeditate, post-parandial, pessimist, pessimistic, possible, possibility, posthumous, pelican, ","dog, cat, cow, sheep, pig, chicken, elephant, rhinoceros, hippopotamus, monkey, gorilla, chimpanzee, birds, flamingos, wolves, foxes, porcupines, hedgehogs, mice, rats. Snicks, crocodiles, alligators, turtles, tortoises, goldfish, dolphins, whales, shellfish, eels, "
Process-rec-099,The adult's female is washing up and not paying attention to the water overflow in the sink. The children are stealing biscuits by climbing on a stool. The boy who has climbed on the stool is falling off and the girl is trying to get the biscuit that is stolen but not trying to stop him from falling. ,"Pimento, pepper, pomegranates, parsnip, pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp Pansy. No, I'm doing well with this. Happy, p, p, p, p. That's work. And piano. ","Cat, dog, tortoise, hamster, lion, elephant, giraffe, porcupine, hedgehog, deer, horse, cow, pig, sheep, wolf, fox. Oh, I'm forever. I'm forever now. Whale, Dolphin, Eagle, "
Process-rec-117,"It looks like a woman with her children in the kitchen. She's doing the washing up with an overflowing basin. The children are trying to get some cookies out of the jar on a top shelf of a cupboard. The boy is standing on a stool, which is tipping over her and he's falling over. ","Pea, peanut, people, pan, pettigote, pinifour, parasol, permit, parking, potato, person, people. ","Dog, cat, elephant, mouse, rat, giraffe, tiger, lion, chicken, cow, sheep. Goodbye. They are blank. Birds animals. magpie, tit, blackbird, rabbit, hair, pig, llama, alpaca, crocodile, alligator, "
Process-rec-010,"The picture shows a mother and a boy and a girl, presumably her children in the kitchen. There are terrible accidents happening. The boy is standing on a three-legged stool trying to reach up to a cookie jar on the top shelf of a cupboard, and he's about to fall off. The girl is put a left hand up to try and take a biscuit from him. The mother is by the kitchen sink which is overflowing with water from the tap which is switched on and water is pouring all over the floor. The mother's holding a plate in her left hand and trying to dry it with a right hand and seems oblivious to what's going on with the water in the sink overflowing. She's obviously trying to do the washing up. There are curtains in the window and outside you can see the path leading to her door and the window looks like it might be open. I'm not sure, no, it's probably just a sheet of glass leading down to the garden gate and she's got flower beds and a lawn by the looks of things and there's a tree through the window as well. There are cupboards in the kitchen. There are all shut apart from the one on the top shelf going up to the cookie drawer. The mother is wearing a dress with something like an apron in the front. She's got bare sleeves. It must be summer or spring. The boys wearing shorts and shirt and the girls wearing a skirt and a top or a dress with a belt around it. And the boys and the girls are wearing some sort of shoes and so's the mother. ","People, persons, proprietary personnel, peas, pots, pits, pans, pets, practice, Pret sticks, paint, painters, pretty, paste, performance, ","cows, sheep, horses, donkeys, chicken, kangaroos. Cockroles, guinea pigs, hamsters, rabbits, hairs, tigers, lions, leopards, monkeys, giraffes, baboons, cats, dogs, kittens, puppies, hodgeogs, foxes, mice, rats, kanga, crocodiles, leopards, "
Process-rec-044,"This is a kitchen. In the kitchen there's a mum, son and daughter. The daughter is wanting something out of the cupboard. The son is on a stool trying to get us something out of the cupboard and the stool is tilting as though he's going to fall. The mum is washing the pots and she's left the tap on and the tap is come over the sink and it's gone onto the floor. ","So pink, purple, parrots, pharaoh, paint, plant, piano, portrait, pillow, ",until lope bear cat koala bear dog elephant gorilla giant panda horse kangaroo lemma pig tiger bixon wrap it 
Process-rec-043,"what I presume is the mother because she is told is to the three people by the sink which is overflowing and she's got a port in her hand and then a dish cup so it looks like she's ignoring the flow and she's just basically carrying on with that. There is a window which shows a scene which got garden and got another house outside then following around you have In the other side of the kitchen you have the girl and the boy. Now the boy is about to tumble off the stool because it is slanted, it is leaning and doesn't look very stable. But he's determined to reach into the cookie jar at the top and take as many cookies as he can. It looks like he's got a point of handful already. And then going back over to the other side of the kitchen where the mother is, Yes, there are pots out on the side. And yes, she is ignoring the flow that's coming all over the side. But it doesn't look like they look like they've got sort of maybe quite affluent because of the garden outside and the house that you can see outside and the curtains, and it looks like they've got quite a modern kitchen because it's all sort of doors, it's all fitted doors and Oh, the cookie jar tells you that it's cookies on the front, which if you're trying to hide them, which I presume you are by putting them on the top shelf, it's a bit silly, putting them in a jar. It says cookie jar. Well, it is, isn't it? And basically, he's back to come across her. He might even fall into, oh no. He might even fall into the mother, will then slip in the water, and then there will only be the girl who's left laughing. And while they're doing that on the floor, she will nib over there, and she will put the saw straight, and she will climb up it, and she will get cookies for herself. Can I finish the question? Yeah. ","put a paddle, pat, um, pounds, um, um, um, play a palladium. Oh, no, that's a word. Oh, no, oh, no, uh, uh, right. Okay, we're not fine yet. Pete's psychology, um, physics, um, pet, pet, um, pellet, pelt, um, pose, um, PENZEE! ","dog, pig, elephant, hookedile, hamster, mouse, rat, giraffes, Oh, buffaloes, rabbits. Oh gosh, sorry, I was going somewhere else. Now I can't think of any after that going to somewhere else. I can see lots of animals. "
Process-rec-001,"It looks like a kitchen. The mother is... The picture shows a mother washing up. It looks as though there has been an accident with the sink. The sink is overflowing. Mother looks a little bit displeased. She's drying a plate with a... a dishcloth or a tea towel. The kids are stealing the cookies and the boy on the stool looks as though he's just about to fall off the stool because the stool is standing on two or three legs and tilting at an angle. The girl is got a smirk on her face, she seems to find it all very amusing. The boy is trying to steal biscuits from the cookie jar and mum I think is not quite aware of what's going on behind her back and probably just about to find out maybe won't be too pleased particularly with the sink overflowing and things not going well in the department she's looking after. Out of the window, it looks like there's a garden and sketches of a building overlapping the kitchen. That's about as much as I can say really. ","People, partner, plate, platter, pants, porter, porcupine, prestige, prestigiousness, palatial, palace, parasite, painkiller, period, petal, pestilence, pint, pink, pot, postulate from your gate, prayer, for us. ","giraffe kangaroo, lion, tiger, spider, fly, mosquito, loose elephant, jaguar, lion, mouse rat fly dragonfly fish shark eel mosquito platypus "
Process-rec-107,"You have two children by and a girl and a lady. She's wiping up the waters running over, flowing. One of the children's on a stool under in the cupboard and it's falling over, the chair. those pots on the side. They're in the kitchen. They're curtains up at the window. And you're looking until the garden. And you can see a building outside it. ",What's that for people's names? Please. Potato. Pepper. Paper. ,"Cat, dog, horse, cow, sheep, monkey, kangaroo, giraffe, lion, tiger, Among K. Rabbit. Birds. "
Process-rec-121,"This is a picture of a line drawing of a kitchen. There is a woman drawing a plate, but she appears to have left the tap running and hasn't noticed that the sink is overflowing badly, water coming down onto the kitchen floor. There's also other problems going on. There's a little boy in the background who is standing on a stool to get the cookies from the cookie jar, but the stool is tipping and he's about to fall while he's in the act of handing a cookie to presumably his sister. A little girl, the cupboard door is still open, the cookie jar is in the cupboard, not only are the cupboard doors open, There's a scene outside of the window which is a sash window. There are curtains tied back. There are flowers and a driveway and a lawn in the garden. There's a tree in the distance. There's a house to the left of the house that we're in. There are cups, two cups and no one cup, one bowl and one plate on the kitchen surface. That's it. ","post-pillar, pillar box, penny, parasol, penultimate, pandemic, perpetuity, oh gosh, person, P&E, penny royal, panda, panda car, pavement, pedestrian, peanut, ","Catdog, guinea pig, squirrel, rabbit, fox, budger, deer, zebra, koala, polar bear, brown bear, black bear, panda bear, elephant, tiger, hippopotamus, rhinoceros, pan, pan, panelito. panadillo, I can't remember what that one's called, tortoise, turtle. All sorts of goat, elan, monkeys, gorillas, lemurs, sloths, Kangaroos. "
Process-rec-130,"Okay, well there's a lady washing dishes at the sink which is overflowing and flooding the kitchen. There are some other dirty plates on the top of the worktop. The lady is wearing a dress and a penny, she looks quite young. I can see a garden outside with the path and a bit of lawn. Curtains which are drawn back nearby, there are two children, one is stood on the stool and trying to get to the cookie jar. he's passing the cookie down to a little girl but the stool is just about to fall over. The cupboard door is open and I think that's just about everything. ","Peter, pass, prompt, possibility, passive, pension, penance, proper, policeman, palias, passion, potter, pullover, Present, past, oh gosh. Pelican, possibility, patience, proper. Please, man. I think I've run out. I think I've run out now. I think that's it. ","Ciao Dirk Horseshi dog, snake, lion, tiger, cheetah, alligator, crocodile, monkey, gorilla, sparrow, hawk, buzzard, eagle, ren, oh gosh, mouse, rat, worm, ant, bug, cockroach, I'm really out of animals. What else is there? Elephant, I think I missed elephant. "
Process-rec-151,"It's a picture of what I think is a kitchen and there's a woman in the kitchen who's drying dishes which I think have been washed. There's water falling onto the floor from the sink so the floor is wet and I think her shoes are wet too. She's wearing a sort of apron over her dress. There are curtains at the window and through the window you can see another house and some garden. On the shelf, sorry, on the base unit near her in the kitchen, there is some crockery which she, I think, has dried and put down. And there are kitchen cupboards. There are two children in the room. One of them is on, perched on a stool and about to topple over. He is actually falling over onto the ground. His arms are reaching out to a chocolate or cookie jar in the cupboard. The cupboard door is open and he's reaching out to pull out the container, the tin with these things inside. He's knocked the lid off and he's just about to pull out the jar with these cookies or whatever they are inside. And there's a little girl watching him who is holding up her hand as if to help, which is not quite sure what she can do. She's wearing a dress with shoes and he's wearing shorts and the little jumper T-shirt and he's got shoes on as well. There are kitchen base units and top units where they are, where the children are. ","pale, paper, peripotentic, porper, poop, panchetta, pip, piece, pincer, potato, prawn, flat, clatter, plate, Pratt, blimps up, pit, pot, pan, france, prince, princess, parapet, ","Lion, tiger, giraffe, cheetah, monkey, chimpanzee, orangutan, gorilla, giraffe, kangaroo, leopard, cat, dog, parrot, parakeet, budriga, Snail, slug, insects, bees, wasps, birds, donkey, horse, cow, sheep, pigs, goats. "
Process-rec-078,"This two children once stood on a stool, which is about a tip over. Again, it's like minimising it. You're trying to steal cookies from the cookie jar. One one is the washing up. Not concentrated, and because the sink is overflowing. ","Keep home, places, fair, firm, pillow, float. PUNTS! ","cat, dog, serval, lion, tiger, cheetah, pumper, and java, rhinoceros, elephant, and a jock, whale, shark, tuna, salmon, Nook. Lana. Tangerine. Tama. "
Process-rec-112,"In this picture it's a kitchen scene with the usual kitchen cupboards on a sink and a window to the outside world and there are curtains at the window which are tied back. In front of the window there's a lady standing, it looks like she's drying a plate with a tea towel. It looks like she's got a sort of full length apron on over a dress and she's got shoes on her feet. She's got sort of meat well just bobbed her just shortish hair and she's looking out the window and wiping the plate. Next to her the sink is overflowing with water and the waters cascading down onto the floor around her feet, but she appears oblivious to this, and she's looking out of the window into what looks like a garden with a path. Behind her, there are two children, a girl and a boy. The girl is standing on the floor, and she has sort of shoulder-length hair, and she's wearing a dress, and it looks like she's on her feet. And her left arm is raised up towards the boy, And he is standing on a stool, which looks if it's about to topple over, because it looks if it's just standing on two legs instead of three. He's reaching up to a jar in the cupboard, which looks like a biscuit jar, a cookie jar, and he's taking the lid off and he's got a biscuit in his left hand, which he seems to be handing down to the little girl. And he's got his right hand on into the cookie jar. He's wearing what looks like a t-shirt and shorts and shoes and he's got shortish dark hair. ","pen, pencil, penult, printer, paper, pineapple, peach, plum, potato, Please, pretty, party, parry, parry, hair, problem, potential, possible pleasure, hounts, ","cat, dog, mouse, hamster, guinea pig, rat, cow, sheep, pig, chicken, turkey, donkey, llama, giraffe, elephant, monkey, tiger, lion, snake, lizard, tortoise turtle, blue whale, reindeer, rodeer, squirrel, fox, badger, frog, rabbit, hare, "
Process-rec-156,A little boy stood on a stone steering cookies. I'll do the cookie jar. Still slips and trips. He's about to fall off. Little girl's trying to catch the cookies. His mom's daydreaming and the sinks running over. She's washing the pots. ,"for the Philadelphia. So, anywhere in all, place names. ","giraffe, rhino, lion, leopard, email, bear, polar bear, Don't get lost. Piggy. "
Process-rec-096,Okay so a woman looks to be washing up but is not paying attention. The sink is overflowing and she's standing in a puddle of water but meanwhile a disaster is brewing because one of her children is reaching for the cookie jar standing on the store and is about to fall over backwards and there's another child who's kind of watching and yes it looks like an impending disaster outside we're just looking at on the street but it doesn't look like there's anybody else around and just looking at it it doesn't look as if she's going to respond before child topples over backwards and hits his head on the counter ,"Pineapple, pepper, pelagonium, pot, probe, palindrome, passion flour, passion fruit, potato, pole, polecat, pop, poppy, pollemonium, pot, pungy, polvoting, polvote, polvote, ping, penguin, pit sporem, pile driver, piling, pin, halindrome, pat cake, pampulum, pandemic. ","Bobcat, Cat, Puma, Lion, Tiger, Panther, Snow Leopard, Dog, Hyena, Prairie Dog, Tasmanian Devil, Kangaroo, Wallaby, Iguana, Alligator, Crocodile, Duckville Platypus, Badger, Hedgehog, Armadillo, mole, shrew, vol, rat, um, rat, um, lizard, adder, um, anaconda, um, argom, blank, um, vol, um, vixen, fox, um, both. "
Process-rec-122,"I can see a young man trying to get something from the cupboard, but obviously being supported by a stool, but the stool doesn't stay still. Almost in a folded position, young lady on the kitchen floor, possibly a mother or a lady. who's wiping utensils near the washing basin. I could see water dripping on the floor, curtains, window, nice kitchen fitting. ","presentation, program, performance, phosphates, photos, physicians, physio, physics, physical, poor, progression, preserve, professional, ","giraffe, lion, elephant, cheetah, hippo, crocodile, zebra, oh dear. What else? Antelopes? What else? What else? Did I mention elephant? Uh, Wildcats, Hainers, Fox. Uh, yeah. I think there's a lot of memory "
Process-rec-080,"There's a woman standing at an overflowing sink. Her foot is in the puddle because the sink is overflowing onto the floor. She's drying her plate. The tap is running into the sink. She should stop it. There are two cups and a plate on the draining board through the window near her. is outside into the garden, a bit of the building, a border, and look, there are curtains at the window. A bit further along the working tops, around the corner there are two children. There is a boy standing on a stool and he's about to topple over. He's reaching for the cookie jar, which is out of his reach right at the top of a cupboard. He's got a cookie in each hand. His sister is waiting for one standing on the floor, but he's about to collapse at the back. ","I wish you'd give me a bit more time. P for popular, pitunia, panzer, portly, plump, posture, palpable, plausible, pink, putrid, personable, person, port, Oh, I can't do porto. Pompus, piano, purple. Did I do that purple? I'm looking around the room to see something beginning with P. Ponsious pilot. Oh, I can't do that Ponsious pilot. Pupil. ","Lion, giraffe, tiger, antelope, congoni, cat, dog, snake, bee. Oh God. I know hundreds of animals will know about 20 antelopes. Let's think rhino. um monkey ape a rang of tang um that thing that what did we see in Costa Rica thing that hangs upside down on four legs which i can't remember mouse, rat, pigeon, hundreds of them outside now. Sparrow. "
Process-rec-030,"This is a picture of a housewife doing some washing up. She's drying a plate. The water is overflowing from sink. There is a cat sitting on a windowsill outside, I think. Two children are in the kitchen. There's a little boy standing on a sill which is about to topple over. He's trying to get biscuits out of the top shelf in the cupboard. The curtains are open. the housewife is standing in a puddle of water. ","Pot's pants, Prince Princess. That pork. Paint. Peer. Panther. Party. Play playing field, porter, port. Pants, plants. Pretty. Planta. ","Cat dog, mouse, Wallaby kangaroo, whale, hamster, fish, goldfish, panda lion tiger, pig co, sheep, bull, but sparrows, robins, blackbirds, ducks, hens, elephants, penguins, "
Process-rec-051,looks like a family morning where they're getting ready to go out somewhere. The little boy is climbing up on the chair to the cookie jar. Little girl's holding out her hand to wait and for one. The mother is washing up but overflowing the sink. And the boys are back to fall off the chair because he's leaning too far to the right. ,"Paper, people, plates, paper, press, purple, ","whale, shark, condor, eagle, tuna, elephant, giraffe, camel, armadillo, crocodile, alligator, boa constrictor, Jaguar, Cougar, a fellow Not finished, is it? "
Process-rec-052,"It's very good. So yeah, so basically you will describe the picture. Oh, just wait for a bell. There's no bell with this one. The mother and two children in the kitchen. Mother was, you know, making a mess of the sink, drying the pots. Wint the windows open. The boy is climbing us to a really far enough reaching for some jar of cookies. And the girl is pointing over the cookies. The water is splashing on the floor. And she showed a nice garden in the background. The cookie ladies off. Door is open. And the curtains are open. There are some pots and the plate on the side left right hand side of the sink. ","Petro, any word? Yeah, it tells you this, because any word we've paid. Petro, Pomegranate, petroleum, permanent, pasture, pleasure, pumpkin, Pomegranate, Boundary, painting, plumbing, poultry, pheasant, slatoonium, slatoonium, ","Moody girl. Fox, rabbits, cats, dogs, hamsters, lions, tigers, cheaters, elephants, colabers, sea lions, penguins, kangaroos, "
Process-rec-087,"It sounds, it looks like chaos. Mum's trying to do the washing, but she's left the taps on and the sink is overfilling. It looks like the surface isn't square. Her kids are mucking about in the background, the elder one, possibly the boys, falling off the stool whilst he's trying to pinch. No, whilst he's trying to reach cookies from the jar in the cupboard. I don't know whether his sister's saying, should be quiet, don't tell mum. But the windows open, she's probably listening to the bird song, she's got too much on her mind and it looks like chaos. ","pie, parmesan, parm, professor, procession, priory, people, postman, pinnacle, paper tissue, pancake, pot of tea, pot of the way, paper, pen, pencil, Poppy, pathway, pod, pond, princess, palace, people, potty, pimentier, ","Elephant giraffe, tiger, lion, puma, antelope, zebra, giraffe, hippopotamus, owl, mouse, rat, cat, dog, horse, donkey, mule, alpaca, Pig, cow, chicken, deer, gorilla, kangaroo. I was gonna say birds, but they're not really as birds anymore so much. "
Process-rec-012,"There is a woman by an overflowing sink wiping a dish. On the top beside her there is a plate and two cups. Behind her at her side there are two children, one is on a stool, that's toppling over, one is standing on the floor. They're both stealing cookies from the cookie jar in a cupboard. The girl who's standing on the floor has her arm towards her brother, I suppose, asking for a cookie, and he's getting more cookies out of the jar. Out of the window, in front of the overflowing sink, there is a picture of a garden which has a footpath and some hedges, and another part of the house can be seen outside. There's a lawn, there's curtains on the window, the window is open, there are cupboards underneath the sink and that's it. ","peanuts, pepper, pillows, plants, pizza, pastrami, punch, pattern, pitter, plate, pound, punish, place, um, pant, plead, push, pass, prick, pay, paid, pontiff ","Cat, dog, fox, hamster, rabbit, hair, deer, horse, zebra, rhinoceros, giraffe, lion, pupa, codfish, salmon, trout, pike, bees, birds, specifically, heron, castles, owls, deer, antelope, elephants, snakes, spiders, ants, slugs, lizards, monkeys, hedgehogs, squirrels, "
Process-rec-032,"Two children, one's climbing on a stool and it's falling over. There's a wife getting her feet wet because the sink's overflowing. There's a window open and it looks like it was wind blowing. The wife is cleaning pots and the kids is trying to get a jam cookie I think out of the top cupboard these curtains at the window the window is half open there's some looks like utensils on the side and there are one two three four 5, 6, 7, 8, 9, it looks like 10 cupboard doors. ","People. So, say, Panda. I can't think of any. That's got me stumped. Panda. Many words beginning with faith. That is, we need Peter except for people's names. People, pimples, popping, pirates, pensions. That's the place you can't name, Peterborough. ","Rabbit, fish, hamsters, guinea pigs, rats. Where else we had? Goldfish, Coy-Carp. We've been trying to think we've had, well, I'm dear, that's about it, finish question. Well, a fish is a whale. Well, I'm trying to think, cow, she, "
Process-rec-009,"The picture is a kitchen in a house. There's a lady standing at the sink, drying up a plate. The sink is overflowing with water because the tap is running. There's two children in the room, a boy and a girl. The boy has stood on a stool to reach biscuits when they're covered, cookie jar, but the stool is toppling over. He's handing a biscuit down to a little girl standing on the floor. There's curtains at the window of the kitchen. It's covered on the wall. There's cupboards all the way around. The lady is wearing a dress under the apron. There's two cups and a plate by the sink. And you can see outside the window, there's a house with bushes in front of the window. Curtains at the window. Ladies got shoes on, the boys got t-shirt shorts and shoes and socks and the girls got t-shirt, skats, shoes and socks. ","Peace, peace, perpendicular, parallel, prompt, penny, paraphrase, pertain, perhaps, pepper, peck, pick, pontificate, Pope, pretentious, polite pleasing please pretend placate person perhaps punishes proliferate proceed procreate ","Lion, tiger, rhinoceros, giraffe, polar bear, seal, a boon, monkey, rangatang, cat, dog, hamster, guinea pig, rabbit, snake lizard, deer, hair, leopard, lemur, sloth, "
Process-rec-111,"So there's a boy standing on a stool, which looks as though he's about to fall off. At the same time, he's reaching some cookies from a jar in the cupboard to hand down to a girl who's standing on the floor. So possibly they are related, maybe brother and sister, while it looks as though mum is busy working. I think she's doing the washing up actually. But it looks as though there's been an accident and the taps won't turn off. So the water is spilling over from the sink onto the floor and she's standing in a puddle of water. At the same time, she's continuing to dry a plate that presumably she's washed. Outside there looks to be through the window, there looks to be some trees and possibly a lattice fence. The curtains are tied back with ties. On the side there are three other new tent stores. ","purple, paper, port, prison, purpose, pandemic, pain, poor, prison, and poor, pain. found, found, principal, pilot, palmet. ","For course, bowl, pony, cow, bull, frog, fish, monkey, chimpanzee, panda, bear, polar bear, crocodile, alligator, armadillo, antelope, boar, cow, cat, dog, guinea pig, Pig, donkey, camel, sheep, tiger, lion, jaguar, hyena, leopard, giraffe, gazelle, impala, has made him devil, kangaroo, all of thee. "
Process-rec-136,"It looks like lady and she, which is the mom and she is washing up. She looks like she's drying up. She looks like she has washed up and the sink is overflowing because she looks like the tap is still running and it's splashing out down the cupboards onto the floor. She's wearing like a 1950s style dress with a little bit of an apron it looks like and it looks as though it's the water is she's studying the water. The window is open and you can see a path and another house maybe and a bit of garden. There's two kids so it looks to be a boy or a girl and the boy stood on a stool and he looks like he's pinching some cookies out the cookie jar which is on the top shelf of the high cupboard. I know it's like he might be passing one to what I assume is his sister but at the same time this stool looks as though it's on it's on the edge of its legs and it might be, it is tipping over. I'm not sure if his sister's eating a cookie or she's laughing at him. The cupboard door is open. All the other cupboard doors are shut. There looks to be a cup and saucer, maybe a bowl and a plate on the side that what I assume is the mum looks as though she's drying up the plates. Yeah, I don't know if a little girl should be wearing a skirt or if it looks quite short or whether it's just like a long top and she might be wearing leggings or maybe their ankle socks. It's in black and white and it's just a line drawing so it looks quite difficult to just see there's quite a lot of detail. Outside there looks to be a tree, maybe some bushes. The curtains are at the window in like a sash kind of way and looks like the window is a yeah kind of pushed up which is open and it's got like a square grid on the windows and mum looks like she's got quite a short hair you know kind of a short bob The boy looks like he might have dark hair and just the way that it shaded. I think that's about it. ","Pike, poo, pole, paleontologist, packet, parcel, Pay attention. ","Dog, cat, adverb, monkey, sloth, camel, fish, bird, sparrow, pigeon, eagle, owl. Oh my gosh. Tortoise, lion, tiger, Cheetah, giraffe, alligator, crocodile, ant, fly, mosquito, dragonfly, "
